"progressive.vote","girls","child","republican","age","casename","name","area","circuit","year"
0,1,3,0,NA,"Farmer v. Cleveland Pub. Power","Cole, Ransey","employment","6",2002
0,NA,NA,1,56,"Stone v. Bd. of Dirs. of the TVA","Guy, Ralph B., Jr.","employment","6",2002
0,NA,3,1,54,"Haddad v. Mich. Nat'l Corp.","Suhrheinrich, Richard F.","employment","6",2002
0,2,4,1,53,"Smith v. County of Hamilton","Ryan, James L.","employment","6",2002
0,2,5,0,53,"Kupiec v. St. John Hosp. & Med. Ctr., Inc.","Jones, Nathaniel R.","employment","6",2002
1,2,5,0,53,"Dixon v. Federal Express Corp.","Jones, Nathaniel R.","employment","6",2002
0,2,4,1,53,"Taylor v. Union Inst.","Ryan, James L.","employment","6",2002
0,0,1,0,56,"Idusuyi v. Tenn. Dep't of Children's Servs.","Kennedy, Cornelia Groefsema","employment","6",2002
1,0,2,1,55,"Woodruff v. Ohman","Siler, Eugene E., Jr.","employment","6",2002
0,2,4,1,53,"Douglas v. Caldera","Ryan, James L.","employment","6",2002
1,1,3,0,41,"Neely v. Miller Brewing Co.","Merritt, Gilbert S.","employment","6",2002
0,1,3,0,41,"Selim v. Mich. Jobs Comm'n","Merritt, Gilbert S.","employment","6",2001
0,1,1,0,NA,"Morrow v. Am. Bag Corp.","Daughtrey, Martha Craig","employment","6",2001
0,1,2,1,51,"Wellons v. Northwest Airlines, Inc.","Norris, Alan E.","employment","6",2001
0,NA,NA,1,56,"Warren v. Ohio Dep't of Pub. Safety","Guy, Ralph B., Jr.","employment","6",2001
0,1,3,1,53,"Noaks v. Ohio Lottery Comm'n","Nelson, David A.","employment","6",2001
0,NA,NA,1,61,"Gray v. Toshiba Am. Consumer Prods.","Krupansky, Robert B.","employment","6",2001
1,2,4,1,53,"Wright v. GMC","Ryan, James L.","employment","6",2001
0,3,3,0,55,"Klemencic v. Ohio State Univ.","Keith, Damon J.","employment","6",2001
0,1,1,0,NA,"Virostek v. Liberty Twp. Police Department/Trustees","Daughtrey, Martha Craig","employment","6",2001
1,2,4,0,44,"Miller v. Alldata Corp.","Martin, Boyce F., Jr.","employment","6",2001
0,2,4,1,53,"Moore v. Fox TV Stations, Inc.","Ryan, James L.","employment","6",2001
0,2,4,0,44,"Hampshire v. Henderson","Martin, Boyce F., Jr.","employment","6",2001
0,0,1,0,56,"Lee v. United States Postal Serv.","Kennedy, Cornelia Groefsema","employment","6",2001
1,2,3,1,42,"Henderson v. Ardco, Inc.","Boggs, Danny J.","employment","6",2001
0,2,3,1,42,"Fisher v. Peters","Boggs, Danny J.","employment","6",2001
0,1,3,0,NA,"Gwen v. Reg'l Transit Auth.","Cole, Ransey","employment","6",2001
1,1,3,0,41,"Wanchik v. Great Lakes Health Plan, Inc.","Merritt, Gilbert S.","employment","6",2001
0,NA,NA,1,56,"Bullard v. Roadway Express","Guy, Ralph B., Jr.","employment","6",2001
0,1,1,0,NA,"Haley v. GE","Daughtrey, Martha Craig","employment","6",2001
0,0,1,0,56,"Ricker v. Food Lion, Inc.","Kennedy, Cornelia Groefsema","employment","6",2001
0,3,3,0,55,"Nelson v. GE","Keith, Damon J.","employment","6",2001
0,NA,NA,1,61,"Hall v. State Farm Ins. Co.","Krupansky, Robert B.","employment","6",2001
1,3,3,0,55,"Vance v. Spencer County Pub. Sch. Dist.","Keith, Damon J.","employment","6",2000
0,NA,NA,1,61,"Hutchinson v. Fifth Third Bank of Northwestern Ohio, N.A.","Krupansky, Robert B.","employment","6",2000
1,2,5,0,53,"Brune v. BASF Corp.","Jones, Nathaniel R.","employment","6",2000
1,NA,NA,1,61,"Adcock-Ladd v. Secretary of Treasury","Krupansky, Robert B.","employment","6",2000
1,1,3,0,41,"Courtney v. Landair Transp., Inc.","Merritt, Gilbert S.","employment","6",2000
1,2,5,0,53,"Kovacevich v. Kent State Univ.","Jones, Nathaniel R.","employment","6",2000
0,2,5,0,53,"Hoskins v. Oakland County Sheriff's Dep't","Jones, Nathaniel R.","employment","6",2000
0,NA,NA,1,56,"Sims v. University of Cincinnati","Guy, Ralph B., Jr.","employment","6",2000
0,2,3,1,42,"Hall v. Baptist Mem'l Health Care Corp.","Boggs, Danny J.","employment","6",2000
1,0,0,0,44,"Johnson v. University of Cincinnati","Clay, Eric","employment","6",2000
1,3,3,0,55,"Pollard v. E. I. DuPont de Nemours Co.","Keith, Damon J.","employment","6",2000
0,NA,NA,1,61,"Graham-Humphreys v. Memphis Brooks Museum of Art, Inc.","Krupansky, Robert B.","employment","6",2000
1,1,2,1,56,"Laderach v. U-Haul","Contie, Leroy J.","employment","6",2000
1,2,5,0,53,"Slayton v. Ohio Dep't of Youth Servs.","Jones, Nathaniel R.","employment","6",2000
0,0,2,1,55,"Burnett v. Tyco Corp.","Siler, Eugene E., Jr.","employment","6",2000
1,2,3,1,42,"Morris v. Oldham County Fiscal Court","Boggs, Danny J.","employment","6",2000
1,2,5,0,53,"Cline v. Catholic Diocese","Jones, Nathaniel R.","employment","6",1999
1,1,3,0,41,"Duggins v. Steak 'n Shake, Inc.","Merritt, Gilbert S.","employment","6",1999
0,0,2,1,55,"Soper by Soper v. Hoben","Siler, Eugene E., Jr.","employment","6",1999
0,3,3,0,55,"Sherman v. American Cyanamid Co.","Keith, Damon J.","employment","6",1999
1,1,1,0,NA,"Williams v. GMC","Daughtrey, Martha Craig","employment","6",1999
0,1,3,0,41,"Reed v. County of Casey","Merritt, Gilbert S.","employment","6",1999
0,0,2,1,55,"Dobbs-Weinstein v. Vanderbilt Univ.","Siler, Eugene E., Jr.","employment","6",1999
0,NA,NA,1,61,"Warfield v. Lebanon Correctional Inst.","Krupansky, Robert B.","employment","6",1999
0,1,3,0,41,"Jacklyn v. Schering-Plough Healthcare Prods. Sales Corp.","Merritt, Gilbert S.","employment","6",1999
1,1,3,1,53,"Wellons v. Northwest Airlines, Inc.","Nelson, David A.","employment","6",1999
1,0,1,0,56,"Abeita v. TransAmerica Mailings","Kennedy, Cornelia Groefsema","employment","6",1998
0,0,1,0,56,"Davis v. Sodexho","Kennedy, Cornelia Groefsema","employment","6",1998
1,1,3,0,41,"Frizzell v. Southwest Motor Freight","Merritt, Gilbert S.","employment","6",1998
0,2,5,0,53,"Barnett v. Department of Veterans Affairs","Jones, Nathaniel R.","employment","6",1998
0,2,4,0,44,"Brickers v. Cleveland Bd. of Educ.","Martin, Boyce F., Jr.","employment","6",1998
1,2,4,1,53,"Killian v. Healthsource Provident Adm'rs","Ryan, James L.","employment","6",1998
1,1,3,0,41,"Buntin v. Breathitt County Bd. of Educ.","Merritt, Gilbert S.","employment","6",1998
0,NA,NA,1,61,"Hudson v. Reno","Krupansky, Robert B.","employment","6",1997
1,2,3,1,42,"Stemler v. City of Florence","Boggs, Danny J.","employment","6",1997
0,2,4,1,49,"Blankenship v. Parke Care Ctrs.","Engel, Albert J.","employment","6",1997
0,1,2,1,51,"Wathen v. GE","Norris, Alan E.","employment","6",1997
1,0,1,0,56,"EEOC v. Yenkin-Majestic Paint Corp.","Kennedy, Cornelia Groefsema","employment","6",1997
0,2,4,1,49,"Valot v. Southeast Local Sch. Dist. Bd. of Educ.","Engel, Albert J.","employment","6",1997
0,0,1,0,56,"Timmer v. Michigan DOC","Kennedy, Cornelia Groefsema","employment","6",1997
0,0,1,0,56,"Black v. Zaring Homes","Kennedy, Cornelia Groefsema","employment","6",1997
1,1,3,0,41,"Ensley-Gaines v. Runyon","Merritt, Gilbert S.","employment","6",1996
0,0,1,0,62,"Kocsis v. Multi-Care Mgmt.","Brown, Bailey","employment","6",1996
0,2,4,1,53,"Crawford v. Medina Gen. Hosp.","Ryan, James L.","employment","6",1996
0,1,3,0,41,"Wedding v. University of Toledo","Merritt, Gilbert S.","employment","6",1996
0,0,1,0,56,"Boyd v. Harding Academy","Kennedy, Cornelia Groefsema","employment","6",1996
0,3,3,0,55,"Brindisi v. Regano","Keith, Damon J.","Title IX","6",2001
1,2,5,0,53,"Cline v. Catholic Diocese","Jones, Nathaniel R.","pregnancy","6",1999
1,0,1,0,56,"EEOC v. Yenkin-Majestic Paint Corp.","Kennedy, Cornelia Groefsema","pregnancy","6",1997
1,1,3,0,41,"Ensley-Gaines v. Runyon","Merritt, Gilbert S.","pregnancy","6",1996
0,0,1,0,56,"Boyd v. Harding Academy","Kennedy, Cornelia Groefsema","pregnancy","6",1996
0,0,0,1,37,"Newbold v. Wis. State Pub. Defender","Easterbrook, Frank H.","employment","7",2002
1,0,0,1,37,"Fine v. Ryan Int'l Airlines","Easterbrook, Frank H.","employment","7",2002
1,3,3,1,42,"Nanda v. Bd. of Trs. of the Univ. of Ill.","Ripple, Kenneth F.","employment","7",2002
0,0,0,1,44,"Tinder v. Pinkerton Sec.","Manion, Daniel A.","employment","7",2002
0,3,3,1,42,"Mateu-Anderegg v. Sch. Dist. of Whitefish Bay","Ripple, Kenneth F.","employment","7",2002
0,1,2,1,47,"Lim v. Trs. of Ind. Univ.","Flaum, Joel M.","employment","7",2002
0,1,2,1,60,"Traylor v. Brown","Coffey, John L.","employment","7",2002
0,1,2,1,47,"Krchnavy v. Limagrain Genetics Corp.","Flaum, Joel M.","employment","7",2002
0,0,0,1,44,"Peele v. Country Mut. Ins. Co.","Manion, Daniel A.","employment","7",2002
0,1,2,1,60,"EEOC v. United Air Lines, Inc.","Coffey, John L.","employment","7",2002
0,0,2,1,42,"Hojnacki v. Klein-Acosta","Posner, Richard A.","employment","7",2002
1,1,2,1,47,"Kitchen v. Ttx Co.","Flaum, Joel M.","employment","7",2002
0,1,2,1,60,"Patterson v. Avery Dennison Corp.","Coffey, John L.","employment","7",2002
0,1,2,1,47,"McGuire v. City of Springfield","Flaum, Joel M.","employment","7",2002
0,2,2,1,49,"Patt v. Family Health Sys.","Bauer, William J.","employment","7",2002
0,2,2,1,49,"Hall v. Bodine Elec. Co.","Bauer, William J.","employment","7",2002
0,0,2,1,42,"Patton v. Indianapolis Pub. Sch. Bd.","Posner, Richard A.","employment","7",2002
0,2,2,1,49,"Markel v. Bd. of Regents of the Univ. of Wis. Sys.","Bauer, William J.","employment","7",2002
0,1,2,1,60,"Hedrich v. Bd. of Regents of the Univ. of Wis. Sys.","Coffey, John L.","employment","7",2001
0,0,2,1,42,"Bilow v. Much Shelist Freed Denenberg Ament & Rubenstein, P.C.","Posner, Richard A.","employment","7",2001
1,1,2,1,60,"Curry v. Menard, Inc.","Coffey, John L.","employment","7",2001
0,1,2,1,60,"Bobbitt v. Freeman Cos.","Coffey, John L.","employment","7",2001
1,2,2,1,49,"Cherry v. Univ. of Wis. Sys. Bd. of Regents","Bauer, William J.","employment","7",2001
0,2,2,1,49,"Berry v. Delta Airlines","Bauer, William J.","employment","7",2001
1,1,2,1,47,"Hertzberg v. SRAM Corp.","Flaum, Joel M.","employment","7",2001
1,2,2,1,49,"Haugerud v. Amery Sch. Dist.","Bauer, William J.","employment","7",2001
0,1,2,1,47,"Logan v. Kautex Textron N. Am.","Flaum, Joel M.","employment","7",2001
0,2,2,1,49,"Grube v. Lau Indus.","Bauer, William J.","employment","7",2001
1,1,2,1,47,"EEOC v. Ind. Bell Tel. Co.","Flaum, Joel M.","employment","7",2001
0,0,2,1,42,"Hoffman-Dombrowski v. Arlington Int'l Racecourse, Inc.","Posner, Richard A.","employment","7",2001
1,1,2,1,47,"Higbee v. Sentry Ins. Co.","Flaum, Joel M.","employment","7",2001
0,0,0,1,37,"Clay v. Holy Cross Hosp.","Easterbrook, Frank H.","pregnancy","7",2001
0,0,0,1,37,"Schreiner v. Caterpillar, Inc.","Easterbrook, Frank H.","employment","7",2001
0,0,2,1,42,"Irizarry v. Bd. of Educ.","Posner, Richard A.","employment","7",2001
1,1,2,1,47,"Ester v. Principi","Flaum, Joel M.","employment","7",2001
1,4,7,0,53,"Heinemeier v. Chemetco, Inc.","Cudahy, Richard D.","employment","7",2001
0,1,2,1,60,"Velasco v. Ill. Dep't of Human Servs.","Coffey, John L.","employment","7",2001
0,2,2,1,49,"Krause v. City of La Crosse","Bauer, William J.","employment","7",2001
0,0,0,1,44,"O'Regan v. Arbitration Forums, Inc.","Manion, Daniel A.","employment","7",2001
0,0,0,1,37,"Gorence v. Eagle Food Ctrs.","Easterbrook, Frank H.","employment","7",2001
1,2,2,1,49,"Russell v. Bd. of Trs.","Kanne, Michael S.","employment","7",2001
0,0,0,1,37,"Oest v. Illinois Dep't of Corrections","Easterbrook, Frank H.","employment","7",2001
1,1,2,1,47,"Gentry v. Export Packaging Co.","Flaum, Joel M.","employment","7",2001
0,0,2,1,42,"United States v. Guzman","Posner, Richard A.","employment","7",2001
0,3,3,1,42,"Sharp v. United Airlines, Inc.","Ripple, Kenneth F.","pregnancy","7",2001
0,0,0,1,44,"Howard v. Lear Corp. Eeds & Interiors","Manion, Daniel A.","employment","7",2000
1,1,2,1,47,"Bell v. EPA","Flaum, Joel M.","employment","7",2000
1,1,2,1,47,"Varner v. Illinois State Univ.","Flaum, Joel M.","employment","7",2000
0,2,2,1,49,"DeClue v. Central Ill. Light Co.","Bauer, William J.","employment","7",2000
0,4,7,0,53,"Ameritech Benefit Plan Comm. v. Commun. Workers of Am.","Cudahy, Richard D.","employment","7",2000
1,1,2,1,60,"Kyles v. J.K. Guardian Sec. Servs.","Coffey, John L.","employment","7",2000
1,1,2,1,47,"Hostetler v. Quality Dining, Inc.","Flaum, Joel M.","employment","7",2000
0,0,2,1,42,"Vela v. Village of Sauk Village","Posner, Richard A.","employment","7",2000
0,2,2,1,49,"Lang v. Kohl's Food Stores, Inc.","Bauer, William J.","employment","7",2000
0,2,2,1,49,"Snider v. Belvidere Twp.","Bauer, William J.","employment","7",2000
0,0,2,1,42,"Heuer v. Weil-McLain","Posner, Richard A.","employment","7",2000
0,1,1,1,56,"Miller v. American Family Mut. Ins. Co.","Wood, Harlington, Jr.","pregnancy","7",2000
1,2,2,1,49,"Bellaver v. Quanex Corp./Nichols-Homeshield","Kanne, Michael S.","employment","7",2000
0,1,2,1,47,"Savino v. C.P. Hall Co.","Flaum, Joel M.","employment","7",1999
0,4,7,0,53,"Simpson v. Borg-Warner Auto., Inc.","Cudahy, Richard D.","employment","7",1999
0,2,2,1,49,"Mizwicki v. Gerald Helwig","Bauer, William J.","employment","7",1999
0,4,7,0,53,"Vakharia v. Swedish Covenant Hosp.","Cudahy, Richard D.","employment","7",1999
1,2,3,0,45,"Smith v. Sheahan","Wood, Diane","employment","7",1999
1,4,7,0,53,"Maldonado v. United States Bank","Cudahy, Richard D.","pregnancy","7",1999
0,2,2,1,49,"Murphy v. ITT Educ. Servs.","Bauer, William J.","employment","7",1999
0,0,2,1,42,"Minor v. Ivy Tech State College","Posner, Richard A.","employment","7",1999
1,1,1,1,56,"Wilson v. Chrysler Corp.","Wood, Harlington, Jr.","employment","7",1999
1,0,3,0,50,"Sheehan v. Donlen Corp.","Cummings, Walter","pregnancy","7",1999
0,1,2,1,47,"Hentosh v. Herman M. Finch Univ. of Health Sciences/The Chicago Med. Sch.","Flaum, Joel M.","employment","7",1999
0,1,2,1,47,"Koveleskie v. SBC Capital Mkts., Inc.","Flaum, Joel M.","employment","7",1999
0,1,2,1,47,"Hardin v. S.C. Johnson & Son, Inc.","Flaum, Joel M.","employment","7",1999
0,1,2,1,60,"Garrison v. Burke","Coffey, John L.","employment","7",1999
0,0,2,1,42,"Adusumilli v. City of Chicago","Posner, Richard A.","employment","7",1998
0,0,3,0,50,"Bragg v. Navistar Int'l Transp. Corp.","Cummings, Walter","employment","7",1998
0,1,1,1,56,"Leisen v. City of Shelbyville","Wood, Harlington, Jr.","employment","7",1998
1,1,2,1,60,"Shea v. Galaxie Lumber & Constr. Co.","Coffey, John L.","employment","7",1998
0,0,3,0,50,"Cianci v. Pettibone Corp., Beardsley Piper Div.","Cummings, Walter","employment","7",1998
1,2,2,1,49,"Varner v. Illinois State Univ.","Bauer, William J.","employment","7",1998
0,0,2,1,42,"Milner v. Apfel","Posner, Richard A.","employment","7",1998
0,0,2,1,42,"Sweeney v. W.","Posner, Richard A.","employment","7",1998
0,0,2,1,42,"Lindale v. Tokheim Corp.","Posner, Richard A.","employment","7",1998
0,4,7,0,53,"Steffes v. Stepan Co.","Cudahy, Richard D.","employment","7",1998
0,0,2,1,42,"Cowan v. Prudential Ins. Co. of Am.","Posner, Richard A.","employment","7",1998
1,0,0,1,37,"Harris v. Union Pac. R.R.","Easterbrook, Frank H.","pregnancy","7",1998
0,0,3,0,50,"Kennedy v. Schoenberg, Fisher & Newman","Cummings, Walter","pregnancy","7",1998
0,0,0,1,37,"Stopka v. Alliance of Am. Insurers","Easterbrook, Frank H.","employment","7",1998
0,1,2,1,61,"James v. Sheahan","Eschbach, Jesse E.","employment","7",1998
1,4,7,0,53,"Timm v. Progressive Steel Treating","Cudahy, Richard D.","employment","7",1998
1,0,3,0,50,"Doe v. Univ. of Ill.","Cummings, Walter","employment","7",1998
1,1,2,1,60,"Williams v. Pharmacia, Inc.","Coffey, John L.","employment","7",1998
0,1,2,1,47,"Gastineau v. Fleet Mortg. Corp.","Flaum, Joel M.","employment","7",1998
0,1,1,1,56,"Hetreed v. Allstate Ins. Co.","Wood, Harlington, Jr.","employment","7",1998
1,2,2,1,49,"Mary M. v. North Lawrence Community Sch. Corp.","Bauer, William J.","employment","7",1997
1,4,7,0,53,"Waid v. Merrill Area Pub. Sch.","Cudahy, Richard D.","employment","7",1997
0,0,2,1,42,"Skouby v. Prudential Ins. Co. of Am.","Posner, Richard A.","employment","7",1997
0,1,2,1,60,"Smith v. Metropolitan Sch. Dist. Perry Twp.","Coffey, John L.","employment","7",1997
0,4,7,0,53,"Speer v. Rand McNally & Co.","Cudahy, Richard D.","pregnancy","7",1997
0,0,3,0,50,"Weigel v. Target Stores","Cummings, Walter","employment","7",1997
1,2,2,1,49,"Gibson v. Neighborhood Health Clinics","Bauer, William J.","employment","7",1997
NA,NA,NA,NA,NA,"Jansen v. Packaging Corp. of Am.","","employment","7",1997
1,4,7,0,53,"O'Regan v. Arbitration Forums","Cudahy, Richard D.","employment","7",1997
0,0,0,1,37,"Brasic v. Heinemann's Inc.","Easterbrook, Frank H.","employment","7",1997
1,3,3,1,42,"Doe by Doe v. City of Belleville","Ripple, Kenneth F.","employment","7",1997
0,0,2,1,42,"Brill v. Lante Corp.","Posner, Richard A.","employment","7",1997
0,1,1,1,56,"Ilhardt v. Sara Lee Corp.","Wood, Harlington, Jr.","pregnancy","7",1997
0,1,2,1,60,"Gleason v. Mesirow Fin.","Coffey, John L.","pregnancy","7",1997
0,0,2,1,42,"Clark v. Runyon","Posner, Richard A.","employment","7",1997
0,0,2,1,42,"Leffel v. Valley Fin. Servs.","Posner, Richard A.","employment","7",1997
0,0,0,1,44,"Greenslade v. Chicago Sun-Times","Manion, Daniel A.","employment","7",1997
1,1,2,1,60,"Hunt-Golliday v. Metropolitan Water Reclamation Dist.","Coffey, John L.","pregnancy","7",1997
0,2,2,1,49,"Geier v. Medtronic, Inc.","Bauer, William J.","pregnancy","7",1996
0,0,3,0,50,"Cheek v. Peabody Coal Co.","Cummings, Walter","employment","7",1996
1,1,2,1,60,"Bryson v. Chicago State Univ.","Coffey, John L.","employment","7",1996
1,1,2,1,61,"Emmel v. Coca-Cola Bottling Co.","Eschbach, Jesse E.","employment","7",1996
0,0,0,1,37,"Ortiz v. John O. Butler Co.","Easterbrook, Frank H.","employment","7",1996
1,2,2,1,49,"Wagner v. Nutrasweet Co.","Bauer, William J.","employment","7",1996
0,3,3,1,42,"McKenzie v. Illinois DOT","Ripple, Kenneth F.","employment","7",1996
1,5,5,0,40,"Waid v. Merrill Area Pub. Sch.","Lay, Donald","employment","7",1996
0,0,2,1,42,"Smart v. Ball State Univ.","Posner, Richard A.","employment","7",1996
0,0,0,1,37,"Ost v. West Suburban Travelers Limousine","Easterbrook, Frank H.","employment","7",1996
1,3,3,1,42,"Nanda v. Bd. of Trs. of the Univ. of Ill.","Ripple, Kenneth F.","employment","7",2002
0,1,2,1,60,"Hedrich v. Bd. of Regents of the Univ. of Wis. Sys.","Coffey, John L.","employment","7",2001
1,2,2,1,49,"Cherry v. Univ. of Wis. Sys. Bd. of Regents","Bauer, William J.","Title IX","7",2001
1,0,3,0,50,"United States v. Wilson","Cummings, Walter","abortion","7",1998
1,2,2,1,49,"Varner v. Illinois State Univ.","Bauer, William J.","employment","7",1998
1,0,3,0,50,"Doe v. Univ. of Ill.","Cummings, Walter","Title IX","7",1998
0,1,2,1,60,"Smith v. Metropolitan Sch. Dist. Perry Twp.","Coffey, John L.","Title IX","7",1997
1,0,2,1,42,"Planned Parenthood v. Doyle","Posner, Richard A.","abortion","7",1998
0,0,2,1,42,"Dormeyer v. Comerica Bank-Illinois","Posner, Richard A.","pregnancy","7",2000
0,2,2,1,49,"Marshall v. AHA","Bauer, William J.","pregnancy","7",1998
0,2,2,1,49,"Piraino v. International Orientation Resources","Bauer, William J.","pregnancy","7",1998
0,2,3,1,50,"Mercer v. City of Cedar Rapids","Bowman, Pasco M.","employment","8",2002
0,2,2,1,50,"Sparr v. Ward","Loken, James B.","employment","8",2002
1,NA,2,1,53,"Lindsey v. Dillard's, Inc.","Hansen, David R.","employment","8",2002
1,1,3,1,NA,"Mohr v. Dustrol, Inc.","Riley, William","employment","8",2002
0,2,2,1,50,"Thorn v. Amalgamated Transit Union","Loken, James B.","employment","8",2002
1,0,3,1,51,"Faibisch v. Univ. of Minn.","Wollman, Roger L.","employment","8",2002
0,0,3,1,51,"Crone v. UPS","Wollman, Roger L.","employment","8",2002
0,NA,2,1,53,"Duncan v. GMC","Hansen, David R.","employment","8",2002
0,1,3,1,NA,"Warren v. Prejean","Riley, William","employment","8",2002
1,2,2,0,59,"Hunt v. Missouri","McMillian, Theodore","employment","8",2002
1,0,0,1,51,"Fish v. St. Cloud State Univ.","Arnold, Morris S.","employment","8",2002
0,NA,2,1,53,"Cruzan v. Special Sch. Dist. # 1","Hansen, David R.","employment","8",2002
1,2,2,0,59,"Tadlock v. Powell","McMillian, Theodore","employment","8",2002
